"comment","like_count","panjang"
"konsepnya gak gitu bang, emang semua orang yg rajin sholat gak semuanya baik2 tapi dia membawa opini bahwa sholat itu gak berguna,jangan bawa2 agama ras dan suku di dalam candaan yg nyari duit,","3","193"
"@achmadjunaedi-k6k korupsi dana haji gw yakin semuanya sholat 5 waktu","4","69"
"@achmadjunaedi-k6k lah dimana menggiring opininya?","2","50"
"ini jelas jelas...penistaan agama menurut islam...","2","50"
"jd gini pandji emg sholat yg di mulut dan gerakkan ga menjamin org itu baik tapi org sholat yg dijiwai dari hati. pasti itu org baik","0","132"
"""org sholat tak pernah bolong belum tentu baik"" setuju sama panji","8","65"
"emak bapak lo juga nanti jadi lawakangimana perasaan locoba deh nanti juga lo rasain hahahhaahh","1","95"
"lahh...ada pham ngk sholat di ungah sbgai topik lelucon... ya wajib lh umat islam luruskn...bebasss klian mengkritik...tambh fisik kok katanya kritik.....merusak citra standup komedi ajh..kebablasan..","0","200"
"@nauramanandra3486saya juga islam alhamdulillah,, tapi sholat masih bolong2, kalau menurut saya ini bukan topik lelucon, tetapi menyindir para pemangku agama yang mengutamakan kepentingan pribadi dengan menghalalkan segala cara,, mereka menyembunyikan kebusukan nya dengan memperlihatkan ketaatan nya,,, itu yang disindir mas pandji,,","3","334"
"ada thu ngk soal sholat itu bukan candaan..ngk pntas dikemas dlm komika...sholat itu hub sma allah..wajib org islam bela laporkan...klw soal dia hina fisik gibran itu urusan dia sma yg ciptakn...soal agama wajib bela brooo","1","222"
"bukan kebgt konteknya,lbh bijaklah dlm menyikapi perkara,krn allah sendiri memisahkan yg hak dan bathil, makanya allah cioyakan syurga neraka,dan menugaskan dua malaikat sbg pencatat amal.. jd yg d sampaikan pandji sngat tdk bijak..termasuk pendapat anda..smg anda d beri faham dlm menilai sesuatu","0","297"
"@muhammadnasichin194 sok alim.. kayak pernah kemu allah saja","1","60"
"justru biasanya yg direndahkan oleh manusia akan ditinggikan oleh allah. liat aja sipanji yg menghina fisik gibran. gibran yg biasanya dihujat netizen sekarang banyak yg simpati sementara sipanji menuai apa yg dia tabur sekarang anaknya jadi bahan bullyan","0","255"
"benar tuh kata pandji, cara penilaian orang-orang kita masih salah. masih memandang orang dari agama, dari ketaatan beragama, padahal yang paling benar itu ialah pribadi kita masing-masing. mau kamu muslim kek atau enggak kek atau enggak beragama kek tapi kalau kelakuannya baik ya itu artinya kamu baik.","1","304"
"aduh mas saya sayang dan saya suka itu ...standy komd sdh kontrk mmng ngk ada syarat aturan tetntu ? semoga dimudahkan yaaa minta pendapat ustadz aja biar tenang percayalah ... rejeki ngk kemana dan allah pasti memberi yang terbaik.","1","232"
"standar pemimpin dalam islam itu ada beberapa....diantaranya adalah menegakkan sholat 5 waktu","3","93"
"begitu gue nonton demo ini, langsung buka netflix dan nonton panji. menistakannya dimana?","0","89"
"lah kan bener kl yg rajin sholat blm tentu ga korupsi...","0","56"
"saat itu panji sedang membahas kriteria pejabat yang kita pilih, salah 1 nya rajin sholat. banyak yang salah paham mengira panji menghina sholat, seolah panji bilang sholat itu tidak membawa kebaikan. kata2 panji itu menekankan ke orang yang sholat, maksudnya gini, orang kita lihat rajin sholat, belum tentu baik, karena bisa jadi sholatnya gak benar, dia sholat cuma untuk pamer, jadi jangan cuma karena kita liat orang itu rajin sholat langsung kita anggap baik dan coblos, harus ada kriteria lain juga, karena bisa jadi rajin sholatnya cuma untuk pencitraan. gitu lho maksud panji.","3","585"
"sholat itu mencegah perbuatan maksiat dll,klo ada yg midel begitu ya itu prilaku oknum'ya bukan sholat'ya,jadi kesan'ya seolah olah sholat itu ga penting....berpirlah pake otak cerdas..!!!!!*","0","191"
"lah drmn pandji tau kl org yg sholat untuk pamer..??","0","52"
"@dwipramana8646 panji gak tau dan siapun gak tau, bahwa sholat seseorang untuk pamer atau beneran, itulah katanya yang sholatnya rajin belum tentu baik, bukan pasti gak baik.","0","174"
"kl menurut gue itu justru koreksi buat kita semua banyak org yg sholat tapi masih maksiat ...","0","93"
"fakta menteri agama, saya yakin beliau rajin sholat faktanya korupsi....","0","72"
"gua pendukung anis, gua ikut demo & sholat ,, lu apa komen doang cuhhh","0","70"
"@iyaaa999 sholat di tengah jalan, tidur di masjid ya","1","52"
"agamamu di nistakan mlah takbir...sholat itu hubungn sama allah ngk pantas di kemas buat bhsn komika titik. hnya allah yg boleh menilai soal sholat jg bro.","0","155"
"bener itu nji, yang sholat gk pernah bolong gk jamin berpola pikir baik, apalagi yang gak pernah sholat.. setuju ini","29","116"
"bila korupsi ada dimana2 anteng tak bereaksi, giliran ada teguran kritik lantas baper tak paham substansi. kayaknya hanya ada dikomunitas simpanse atau lutung.","0","159"
"@falahzaidanorang jepang bkn muslim. ini yg lg dibahas panji yg muslim aja.","1","75"
"prkataan komentar2 sudah trlihat dari bagaimana dia sholat.","0","59"
"tetap yg rajin sholat lbh baik drpd yg tdk pernah sholat..","4","58"
"@dwipramana8646ngukur kebaikan dri sholat? wkwk itu namanya rajin, lu ngerti kgk konteks yg di bilang panji","6","107"
"emang benar saya setuju lanjutkan untuk menghina ulama","1","54"
"tidak juga kita benar yg di katan pandji tp yg banyak korupsi hampir rata mereka itu tdk tinggal sholat nya","0","107"
"nyatanya memang yg sholat tdk bolong2 juga ttp punya peluang berbuat dosa","0","73"
"di luar unsur politiknya ,kenapa contohnya harus sholat sih, mau baik atau ga baik kelakuan, sholat itu penghubung hamba dan penciptanya","2","136"
"banyak pejabat sumpah diatas alquran, tapi malah melanggar...","0","61"
"astagfirullah yg diomongkan itu hal nyata bukan fitnah ... kalian yg tersinggung berarti mental kalian yg payah ... ayo istigfar dan perbaiki sholat dan ibadah kalian dulu dengan baik.","0","184"
"makanya kalau berbicara di acara publik harus bisa jaga lisan,,karena semua candaan belum tentu semua akan menerimanya..apa lagi sebagai publik figur,,harus jadi contoh yang baik buat masyarakat","0","194"
"humor ya humor saja kalau mau mengkritik ya mengkritik saja jangan jadikan agama jadi candaan syukur syukur kalau anda islam kalau anda non islam wah bahaya bang panji","0","167"
"nah itu ada berita menteri agama dulu kena kasus korupsi sholat pasti 5 waktu sekelas menteri agama. contoh harus sholat bukan bearti hina sholat tapi orang sekelas menteri agama aja korupsi yang jelas jelas itu salah sekelah dana haji di korupsi saya kasih data ya : qs. al-baqarah: 188 yang melarang memakan harta dengan cara batil dan membawa urusan harta ke hakim untuk tujuan dosa, serta qs. ali 'imran: 161 yang mengancam pelaku penyelewengan (ghulul) akan datang membawa hartanya di hari kiamat, menunjukkan keharaman mengambil hak orang lain secara tidak sah, termasuk suap dan penggelapan, yang dikategorikan sebagai kejahatan moral dan merusak, dengan ancaman berat di akhirat","0","686"
"semua candaan belum tentu semua akan menerimanya, tapi kalau rakyat ditindas 81 tahun gpp, semua rakyat menerimanya terpaksa wkwkwk. lucu lo lucu tiap baca komen lo","0","164"
"bener kata panji, pejabat banyak yg jidatnya item seprti sholat ga pernah bolong, tp terkasus korupsi","0","101"
"hanya kurang pas mengapa sholat di jadikan komedi itu keyakinan seharusnya lebih menghargai,baik buruknya manusia tergantung siapa yang menilainya, jaga lidah lebih bijak apalagi di depan umum.","1","193"
"yg dikhawatirkan kedepannya jd mandela effect.. ""ngapain pilih yg rajin sholat blm tentu kerjanya bener"" < logical fallacy coba kita compare, ""yg rajin sholat aja blm tentu bener, apalagi yang ga sholat.."" < seharusnya ini yg jadi poros. nah yg dipoint mens rea, ada benarnya tapi bersifat ambiguitas, bikin pemahaman org yg denger jadi bercabang bahkan merujuk ke logical fallacy. apalagi kita tahu rata rata masyarakat indonesia lebih suka yg (instan, clip pendek, berita dr judul) tanpa liat isi full konten yg disajikan.","0","524"
"mantan menag suryadharma ali dan yaqut sholatnya bolong bolong ga???","1","68"
"saya muslim biasa aja. justru anda harus sadar berbenah diri ketika melihat full dari ini semua malah gak terima.. kalo lihatnya cuman kutipan kutipan scroll tiktok","0","164"
"sebaiknya umat islam harus bijak dan legowo atas ucapan panji komika, contoh apa kurangnya sholat para pengelola pesantren di indonesia apakah anda berani menyatakan bahwa pengelola pondok pesantren itu tidak dekat dgn allah dan tidak sholat, tapi masih saja banyak terjadi pelecehan sexsual terutama pada santriwatinya. juga apakah anda berani menyatakan dari departemen agama itu kurang sholatnya, mereka semua tahu agama dan rajin sholat tapi mengapa korupsi jalan terus. intinya kalau kita hanya mengandalkan kemampuan kita untuk terhindar dari perbuatan dosa maka kebanyakan akan gagal. itulah kami sebagai umat kristen percaya bahwa keselamatan itu dimulai dari kasih allah. sesuai dgn pernyataan rasul paulus bahwa kita harus memiliki iman, pengharapan, dan kasih serta yg terbesar dari ketiganya adalah kasih.","0","817"
"fakta, soalnya ada oknum yang mendadak rajin ibadah buat menipu agar dipercaya. ibadah yang bukan karena allah semata, sudah pasti untuk kejahatan","0","146"
"di akhirat nanti sudah di catat oleh malaikat sholat adalah kuncinya amal perbuatan adalah pahalanya untuk masuk surga, kalo sholat selalu dilaksanakan tp amal perbuatannya buruk maka tidak akan masuk surga begitu juga sebaliknya apa bila amalnya baik tp tak sholat juga tidak akan diterima semua amal baiknya....contohnya kenapa ada orang sholat tak pernah bolong dan lupa tp korupsi, dan ada orang baik rajin jujur tp tak sholat....karna berarti manusia itu lalai dan tergoda oleh godaan syetan","0","496"
"gini loh...saya bukan muslim.tapi,jika kita orang yang beragama,ada aturan dan kewajiban.gitu loh mas panji.sekalipun kita selalu berbuat salah,yaa kita wajib menjalankan ibadah. kami juga katolik begitu.wajib kegereja,ibadah setiap minggu.jangan di buat tolak ukur ke baik nggaknya orang. istilah kata,kita nyicil mengurangi dosa dosa kita,setiap kita ibadah.itu menurut aku. aku mau tanya,siapa yang ada di rawat di rumah sakit???pastinya orang sakit. begitu juga di rumah ibadah, orang yang berdosa yang harus lebih banyak beribadah,butuh pengurangan dosa.jadi orang yang tidak baik, banyak salah , harus ketempat ibadah,supaya di rawat dengan siraman rohani.atau ceramah para pemuka agama.","0","693"
"yang bilang menistakan agama ga tau kalo yang ngebunuh sahabat seperti sayyidina ali bin abi thalid dan sayyidina utsman bin affan di era khulafaurrasyidin pada rajin sholat juga","0","178"
"emang betul yg dikatakan panji kl ada yg tersinggung berarti tidak paham ttg sholat byk yg rajin sholat tp suka maksiat korupsi bukan ajarannya yg salah tp individunya yg perlu dikoreksi sholatnya itu niatnya apa hy sekedar menggugurkan kewajiban atau kebutuhan kecintaan kpd sang khalik???","0","290"
"ucapan panji menurut gw tidak masuk unsur pidana dia tidak dianggap menghina sholat kecuali panji meragakan sholat lalu di buat lucu, di ubah ubah nah itu baru nama nya penistaan agama","0","184"
"dimana menista agamanya? bahkan di dalam surat al-ma'un (qs 107) ""celakalah orang yang sholat"", apakah ini juga akan di laporkan jangan membungkam kritik dengan topeng orang suci, azazil yang konon lebih dari 185.000 tahun beribadah, harus menjadi mahluk yang terkutuk, apalah artinya ibadah kita yang sudah merasa anti kritik(sombong)","3","335"
"dlm al-qur'an/kalam allah memang ada,sholat itu benteng hidup,bisa menjauhkan dr segala maksiat dan perbuatan jahat lainnya,jika sholatnya bnr2 tulus ikhlas dan khusyuk kpd allah.. jika ada org rajin ibadah tp gk ada perubahan yg salah bukan sholatnya tp orangnya. nah panji ini menekankan ""rajin sholatnya"" tanpa menambahkan poin2 seperti, sholatnya krna ingin dilihat orang lain atau sholatnya gk khusyuk dan tanpa ilmu.. nah itu bisa saja terjadi seperti yg panji bilang,,tp panji hanya berhenti di poin rajin sholat gk ngejamin org blablabla. itulah kesalahan panji.. dy bukan ulama atau org yg punya kapasitas ilmu agama yg baik,tp masuk dan bahas agama seperti dy paham sekali padahal nyatanya tidak. klo dy ttp bersikukuh tok berhenti pd narasi ""sholat gk ngejamin org baik"".. maka ia mengingkari al qur'an.","0","814"
"menurut keyakinan saya...sholat itu tiang agama..yang sholat aja masih korupsi apalagi ngga..","0","93"
"kalau yg ini saya setuju, jangan berbicara agama ketika kamu tidak memahaminya... org islam memang kita diperintah untuk memilih pemimpin dari agamanya,terutama sholatnya.. dan jika anda menemui org yg sudah sholat tiap hari 5 waktu tpi tetap org nya buruk,bukan agamanya yg salah yg nyuruh kita milih pemimpin lihat dari agamanya.. yg salah dari sholatnya org itu: 1. dari makanan di badannya /barang nya masih pakai uang haram 2. sholatnya masih belum benar wudhu/mandi besarnya 3. tidak benar niat karena allah.. jadi kalau itu tidak dpenuhi ,ya jgn harap sholatnya dapat mencegah dari kemunkaran dirinya alias mnjadikan dirinya jadi baik.. intinya panji ngmng gtu seakan menjawab allah bahwa "" percuma milih pemimpin liat dari sholatnya"".. padahal dri org itu sndiri sholatnya yg bagaimana...padahal yg allah suruh semuanya baik..sholat yg baik mka smuanya jadi baik","0","870"
"apa sih bang bawa2 ayat .cuma modal terjemah doang juga.emang abang tau maksud itu ayat? asbabul nuzul nya ? cobaaa yang di sebut celaka orang yang sholat gimana??","1","163"
"@athwan_ganteng yang ngasih ustadz lu otoritas buat boleh menafsirkan al-quran juga siapa? manusia lain kan?","0","108"
"bentar satu lagi!! yang dimaksud celaka orang yang sholat apakah di dalam sholat atau di luar sholat??? jawab bang ah","0","117"
"""al muflis (orang yang bangkrut) dari umatku adalah orang yang dibangkitkan di hari kemudian dengan membanggakan amal ibadahnya yang banyak, ia datang dengan membawa pahala sholatnya yang begitu besar, pahala puasa, pahala zakat, sedekah, amal dan sebagainya. tetapi kemudian datang pula menyertai orang itu, orang yang dulu pernah dicaci maki, pernah dituduh berbuat jahat, orang yang hartanya pernah dimakan olehnya, orang yang pernah ditumpahkan darahnya. semua mereka yang dianiaya orang tersebut, dibagikan amal-amal kebaikannya, sehingga amal kebaikannya habis. setelah amal kebaikannya habis, maka diambillah dosa dan kesalahan dari orang-orang yang pernah dianiaya, kemudian dilemparkan kepadanya kemudian dicamppakkannya orang itu ke dalam neraka."" (h.r. muslim).","0","772"
"jangan salah memaknai kamu.... yg dibicarakan panji itu menyangkut ibadah sholat.... kalimat dari mulut panji itu seolah-olah sholat itu tidak berdampak baik pada seseorang.... garis besarnya sholat itu ibadah yg tidak ada gunanya.... sudah pantas dia di penjarakan","0","265"
"kalau orang sholat nya niat nya karena allah hidup mati untuk allah pasti bener...kalau orang yg rajin sholat mengharapkan sesuatu maka celaka lah dia.","0","151"
"yg solat aja belum tentu baik, mending jangan sholat biar gak baiknya kebablasan!!","0","82"
"semua orang tau, banyak yg sholat tapi tetap maksiat. tapi sholat gak pantas jadi materi candaan lo, karna sholat itu perintah allah. perintah ya perintah. dia baik atau buruk itu lain hal. dari omongan lo orang2 akan menormalisasikan boleh menjudge orang yg rajin sholat, dan meremehkan orang yang sholat ( halah belum tentu dia baik, si fulan aja sholat tapi begini dan begitu), dari omongan lo orang akan meninggalkan sholat ( ngapain sholat, belum tentu juga baik). intinya gak usah becanda bawa2 hal yg terkait agama. karna orang yg gak paham akan mengolok2 agama tersebut. syariat agama bukan bahan becandaan. istighfar kalian semua yg udah membela dia.","0","659"
"yg ngelaporin sdm rendah gak tau konsep. lu tau arti sholat??, itu interaksi kepada sang pencipta, isi hati dia yg rajin sholat itu hanya allah swt yang tau, ada tetangga gw rajin sholat ke musholah tapi kelakuannya dengki sama orang lain. cerdas itu dibutuhkan di negara indonesia","0","281"
"sholat tidak pernah bolong tidak menjamin orang berpola pikir baik itu memang betul, kalau di sekolah ada pendidikan agama dan kalau ujian dengan nilai 9 nggak ada jaminan berakhlak baik .....?","7","193"
"saya tidak setuju pandji mengolok2 ormas. dan sangat menyayangkan atas melaporkan karna sebatas tambang. tapi saya setuju bahwa pandji telaah mengolok2 sholat sebagai bahan candaan .. baca surat at taubah 65-66 smoga bang pandji segera bertaubat kepada allah dan smoga allah mengampuni bang pandji.. amin","0","304"
"kalian itu bukan umat beragama, tapi kalian semua adalah umat islam, umat kristen, budha, hindu, nusantara, itu satu umat yg berarti umat bumi. sebenarnya ga usah cari cela kesalahan oranglain. dan panji ini juga tidak eling apa yg dia ucapkan. kembali manunggal bersama keluarga semesta itu yg terbaik","0","302"
"emang kalo orang sholatnya rajin gak korupsi? buktinya yg baru2 ini menteri agama jadi tersangka kasus korupsi","0","110"
"nanti jgn marah ya pendukung komedi panji, kalo kalian di komedikan dg dimaki atau ada menhkomedikan agama islam atau agama yg lain berdasarkan keyakinanya komedian itu...ingat yaaa...","0","184"
"kalau agama saya kristen di bilangin begini kita senang soalnya tuhan yesus merendahkan ritual di bawah iman. terserah ritual itu karena iman atau tidak, imannya bukan ritualnya. dan kalau pendeta pusing soal begini apakah karena prinsip agama atau karena merasa dilangkahi secara politis. ah tapi sudahlah agama kristen itu memang bukan agama lain","0","348"
"kritiklahrezim pemerintah gausah senggol2 agama islam ,dan syariatnya","0","69"
"kalu sholatnya asal melaksanakan kewajiban, atau biar dilihat orang (pencitraan?)","0","81"
"aku cuma mau komen "" apakah orang yang rajin sholat itu belum tentu orang baik ? "", jadi orang baik itu yang gimana, orang baik tapi tidak sholat atau orang rajin sholat tetap dicurigai belum tentu baik begitu dji...","0","216"
"tapi .... bener sih ... shalat tidak bolong belum tentu baik, karena nyata bisa gue lihat ada yg rajin banget shalat nya .... tapi kelakuannya nggak baik amat. (sekedar info, gue muslim) jadi objective apa yg gue tulis ya.","0","222"
"kalau pandji mau kritik2 organisasi muhammadiyah & nu bebas, toh dua organisasi tsb ga ada yg melaporkan kok cuma 2 org yg ngaku2 dari organisasi tsb. tapi ternyata ada materi yg menyinggung tentang sholat, mungkin kalau orang jarang sholat atau ga pernah sholat ga akan tersinggung. menurut gw kalau ada orang muslim ga tersinggung perlu dipertanyakan ke islam_annya apakah pandji punya data orang ga pernah sholat bakal bener??? umat islam meyakini sholat mencegah perbuatan keji & mungkar jadi org yg sholatnya benar pasti ga akan korupsi. kalau ada org sholat tapi masih korupsi berarti sholatnya yg asal-asalan (pencitraan, sholat kalau diliat org doang, asal menjalani kewajiban doang dll) jadi jangan disalahkan sholatnya.","0","729"
"apaan kayak gitu aja tersinggung, gw muslim malah muhasabah diri","6","64"
"gw orang islam. tpi ga merasa panji menista agama. terlalu baper aja kali orang yg kesel sm panji","0","97"
"sejak menikah saya menjadi paham ttg muhammadiyah karena suami dan keluarga ternyata pengikut muhammadiyah sampai anak anak sekolah di muhammadiyah yang saya tahu muhammadiyah bukan organisasi yang baperan dan bahkan jika di kajian muhammadiyah juga 11 12 kok kadang suka mengingatkan akhlak adab krn bagi muhammadiyah akhlak adab itu yg utama jadi yg bawa bawa nama muhammadiyah buat laporan tolong dung anda memalukan saya selaku muhammadiyah tolong jangan asal bawa bawa muhammadiyah semoga allah membuka niat anda sesungguhnya membuat laporan","0","546"
"itu ada clan ny yg tersinggung itu,pdhl gw yakin itu yang tersinggung belum tentu sholat","3","88"
"lagian ngapain becanda bawa2 sholat, emangnya gak ada materi lain","0","65"
"apapun alasannya...apa yg di contohkan panji adalah sebuah kesalahan besar... sebenarnya banyak materi selain ibadah yg bisa di tampilkan.... karena sholat adalah bentuk ibadah yg sangat kuat bagi seorang muslim.... saya sangat setuju kalau itu dilaporkan sebagai penistaan agama... karena secara tidak langsung dia sudah merendahkan ibadah sholat setuju untuk dipenjarakan","0","373"
"dulu memenjarakan ahok sukses, fpi akan melaporkan pandji insyaallah sukses juga","0","80"
"harus di jeblosin penjara nih panji, penistaan agama dan melecehkan agama terutama mengenai sholat","0","98"
"katro katro justru gw sebagai umat muslim merasa malu melihat tindakan kalian seperti ini,baru di sentil bgtu aja udh kelabakan","0","127"
"becanda becanda nji. tapi elu jangan agama, untuk jadi candaan..sholat itu syare'at islam..","0","91"
"kalau mau ngelawak gak usah bawa bawa agama, gak usah bawa bawa sholat, dll. agama islam dan ajarannya bukan bahan lawakan. kalau mau ngelawakin agama, lawakin aja noh agama sebelah, tuhan nya aja sering di jadiin meme, jadi gak bakal ada yg marah kalaupun lu becandain atau dijadikan bahan lawakan.","0","299"
"udh jelas jelas perbaiki sholatmu allah akan perbaiki hidup . ini sholat ga pernah bolong rajin","0","95"
"jgn hanya nonton video potongan terus komentar sok tau klo mau komentar minimal lihat semua video lalu perhatikan mana yg di jadikan penistaan kebanyakan org indonesia liat video pendek sok tau soalnya sdm rendah pola pikirnya sempat suruh lihat full males begitu juga yg melaporkan panji ga jelas gw jelasin permasalah panji dalam stand up itu adalah sholat jgn memilih pemimpin yg rajin sholat em9 yg sering sholat itu org suci seperti itu lah penistaannya karna ranah itu sensitif maka harusnya g usah di jadi,in canda,an org yg rajin sholat tidak semua org yg rajin sholat itu suci tapi kebanyakan org yg rajin sholat itu di sucikan oleh gusti allah di jaga hatinya ialah org org yg sholat nya benar intinya penyataan panji itu seakan kebanyakan org yg rajin sholat itu g suci padalah tujuan org sholat supaya hatinya suci dan di jaga dari kemungkaran walaupun ada beberapa org yg hatinya susah di bersihkan karna terlalu banyak dosa","0","937"
"setidaknya sholat itu menjauhkan diri dari sifat sifat yg buruk, dan jangan sesekali merendahkan orang yg sholat.","1","113"
"di singgung feodalisme demo, disinggung sholat marah tapi kalau soal maling korupsi kek yakut rajin sholat eh maling, lo diem kn?","0","129"
"gini....pandji seharusnya ga usah ke bahas shalat ga pernah bolong itu.. yg pantas itu ustad yg jelasin jgn pandji.. pandji bebas stand up komedi asal jgn bahas shalat ga shalatnya .. materi pandji bagus semua kecuali yg dia bahas tentang org sholat nya. sampai situ paham?","0","273"
"gimana bang pandji? yang belum islam supaya log in?? lah situ dilaporin sama pihak yg mengaku islam, gimana kami mau log in??? wkwkwkwkwkw","0","138"
"pemimpin yang sholat nya tepat waktu ajah dia korupsi dana haji, coba tebak beliau dari ormas mana??","0","100"
"ngga respect sama mas panji di materinnya karena membawa dalam materinnya tentang sholat, semoga sadar insaf dan meminta maaf terhadap umat islam. kl materi yg lain its ok. semoga tulisan komentar ini bisa di baca sama mas panji.","0","229"
"@indriyani-ky5ukmenurut saya, saya setuju dengan pernyataan pandji. karena memang pada kenyataannya banyak orang yang sholatnya rajin, tapi belum tentu baik dalam akhlak secara keseluruhan, karena mereka hanya menunaikan kewajiban sholatnya saja, dan menganggap kewajiban lainnya ditinggalkan saja.","0","298"
"emangsih sholat terus ngga njamin kelakuannya baik.","0","51"
"ormas dan kiyai yg minum jamu tolak miskin dihina marah demo, emang kiyai dan ormas yg masuk angin bisa menjamin masuk surga. ta'at allah dan ta'at rosul (qur'an dan hadis) itu yang dijamin masuk surga.","0","202"
"orang rajin sholat aja masih dinyinyirin, ga ada lawakan lain? klo org yg rajin sholat aja dikatain ga baik trs yang ga sholat sama sekali itu apaan??! ngajarin yg nggak2 aja","1","174"
"kalo mau ngusik mending usik oknumnya aja , jangan bawa bawa ibadah sholat, ibadah sholat itu baik bahkan di al quran sudah jelas kalo sholat itu bisa mencegah perbuatan buruk dan keji .","0","186"
"meski sholat tp msh korup aplg jbt ya wjrlahh dinyinyirin dan mmmng bnr blm tentu yg sdh sholat lnts jd orang baik, itu fakta, yg korupsi kuota haji sy ykin pasti jg sholat cm mungkin ya skdr gugurin kewajiban sj,","0","213"
"@kangenthoenkalo niatnya komedi jangan menyentuh sara. sholat adalah perintah allah bukan buat komedi. gak ada urusan yaqut sholat apa enggak.","0","142"
"katanya merusak citra komedi tapi yg ngomong bukan komedian dan baperan. komedi bukan untuk mendidik guys, lu gak mungkin pengen belajar tentang sejarah islam di acara komedi kan!?","0","180"
"knp harus dilaporkan, itu realita, jgnlah sesitif, bukankah benar bhk yg rajin sholar tp korupsi jalan terus, koruptor dana haji siapa yg korup. lbh baik oknum nu ato muhammadiyah urus, tersangkakan para ustaz, kyai yg dakwah dg materi seolah2 dia deker dg malaikat, bs komunikasi dg tuhan lgsg, dll mereka sampai kini msh aman2 saja. pdhal jelas2 melecehkan agama, menyesatkan umat islam.","0","389"
"kok menghina agama sih itu mah menghina personel belum tentu orang sholat gak korupsi ..lihat itu tersangka haji ..dia itu sholat gk pastilah anak keturunan kyai ..sholat itu kalau karena rutinitas ya bisa terjadi menyimpang","0","224"
"konsep pertanyaan bukan bgt panjdi..? krn seharusnya sholat itu mencegah perbuatanbyg keji dan munkar,perkara korupsi,jahat,atau pwrbuatan buruk lainnya adalah yangung jwb individu,anda tdk boleh bgt dlm menilai keyakinan orang lain.. dg pendapat anda membuktikan anda juga tdk bijak,dan dr wajah anda menggambarkan yg anda sampaikan bersandar kpd kebencian.. akui saja.. kini rasakan hukum akibat dr apa yg anda ucapakan..","0","423"
"kalau saya iya. sholatnya ga pernah bolong pasti lebih baik dr pd yg bolong bolong.. tp ya begini kan manusia.. yg terbaik hanya nabi dan rosul. dan sudah ditutup terakhir adalah muhammad. setelah muhammad pasti banyak manusia manusia bertopeng. tp apapun manusia sekarang dan nanti. mereka yg sholat lebih baik dr pd yg tidak.","2","327"
"nah tuh buat yg milih pemimpin dgn alasan2 agama dan religius dengerin noh kata panji. sholat rajin n ga bolong bukan berarti dia baik.. jgn milih pemimpin krn rajin sholat doang.. ga terlalu relijius jg gpp yg penting kerjanya bagus","3","233"
"agama, khususnya islam jng dibedah, jng dibuka... jika demikian pasti memalukan, cukup trima dongeng yg menghibur dr para pencari cuan saja... panji kan bersifat bertanya... dg analogi yg pantas. jika analisa saya gak keliru, mrk yg lapor ada kemungkinan kuat, berharap mediasi dan dpt cuan... gitu ya","0","301"
"kalau shalat nya tidak bolong bolong berarti sudah masuk kategori orang yang sudah tahu yang baik dan benar dan sudah bertanggung jawab ke allah swt. pertanyaan untuk panji, pemimpin negeri ini shalat nya tidak pernah bolong bolong. apakah panji selalu sm pemimpin itu setiap hari dan setiap lima waktu sehari. jadi mengkritisi pejabat jangan agamanya njih","0","356"
"ya tapi jgn bawa2 sholat dnk klo ga mau di bilang dongo....maka'ya klo bicara di pikir dlu pake otak,pelawak ko ngacaprak..!!!!!*","1","129"
"dia tidak menista. ini nyata ..banyak ulama solat 5 waktu. tp cabuli santri nya ..apa kah itu baik","0","98"
"klw mau komika jgn bawa2 sholat...sholat bukan lelucon..dlu saya terhibur...skarang terlalu... kmu hina bentuk fisik org itu urusan mu sama tuhan .ini sholat kau bwa dlm komika...masih untung pda sabar tangepin..","0","212"
"ya berarti ulama itu yg salah, dia yg dihukum, bukan sholat yg jadi disalahkan. coba cerdas sedikit. misal contoh, seorang dokter jatuh sakit, apakah dokter sudah pasti sehat terus? terus lo komen dong ngapain jadi dokter kalau sakit, stres.","0","241"
"bisa jadi cuma gerakan sholat, krn kalo sholat beneran gak bakal korupsi","0","72"
"ngelawak sih ngelawak jgn.kaitkan dgn agama, kecuali lg.ceramah agama. sensitif agama tuh.","0","90"
"padahal pandji ngomong fakta, contoh menteri agama korupsi, padahal dia sholatnya rajin, tapi berkelakuan tdk baik","0","114"
"jika kata2ny seperti ini, jelas menistakn agama. ini melecehkan sholat. mmg panji ini ap agamany? kok sholat dilecehkan?","0","120"
"biasa aj x isi nya gak ada rasis kok...klo ad yg tersinggung yaa perbaikilah diri sdri aj ..tp gk usah ngaku "" paling baik d dunia ini...yang paling maha baik gk ada lain selain allah swt yg maha perkasa","0","203"
"kayak gini kok jadi komika, kehabisan bahan bang?? ini kalau dilihat anak kecil bisa2 anak tersebut akan termindset bahwa sholat gak penting... tolonglah panitia stand up comedy, bercandalah spt dulu lagi, jangan menghadirkan org yg gak bisa melawak atau kehabisan bahan lawakan sampe2 melencengkan ajaran agama, itu ada dan tertulis di alquran bahwa sholat itu tiang agama, gw yakin seyakin2nya bahwa org yg menjaga sholatnya akan terhindar dr maksiat dan dosa, kalaupun ada org yg rajin sholat tp tetap berbuat maksiat itu karena hatinya bukan utk sholat menghadap allah, tp pencitraan agar dipandang baik... tolong perhatikan statement saya...","0","646"
