"comment","like_count","panjang"
"been dealing with so many things lately , terimakasih ustadz ilmunya :)","0","71"
"assalamualaikum...para hamba allah saya minta bantuan doa semoga saya bisa cepat melunasi hutang hutang saya yang numpuk cepat terselesaikan agar ekonomi saya bisa normal kembali","0","178"
"assalamu alaikum ustadz.kani mohon doa ustadz biar kami bisa mengumpulkan uang untuk berangkat umroh.","1","101"
"ustadz yang saya hormat,i saya ingin menyisihkan kan sedikit rizki saya untuk saudara2 di palestina, saya minta rekomendasi dari ustadz, tempat menyalurkan yang amanah","0","167"
"ustadz sy tany , sy mau umrohkan saudara , sy punya hutang pdnya, sebelum sy biss lunasi hutang , dia sdh mati , nah gmn sek sy mau gantikan umrohnya...dgn sy titipksn pd ustadz spy sy gak di tagih nantinya ,...?..?..sy mohon saran nya ..terima kasih ustadz...sy tunggu jwaban nya ....","1","285"
"assalamualaikum ustad minta do,a na mudah2n tiasa istikomah kerna allah swt,punya anak soleh soleha,do,a nya buat anak saya dipa ulpiyah bin ato lagi belajar ngaji,semoga diberikan hati yg tulus cerdas lilahitaala untuk menjalankan perintah allah swt","0","250"
"sdahb2 hari aku terdepan dan bner sholatnya semuanya gitu di kocok ngan ujng nya","0","80"
"saya punya impian. - umrah brng istri - punya rumah sendiri - punya mobil sendiri - pengin beliin istri iphone ketika rencana sudah di tetapkan . duaarrr saya dipecat dari kerjaan, sumber dana berkurang... (untungnya tidak memiliki cicilan sama sekali dan istri masih berkerja) jd skrng posisinya di ad-duha, sdng menunggu janji allah di al-insyirah.. semoga apapun yang terjadi didepan bisa menjadikan diri saya menjadi pribadi yang lebih baik.. aamiin","1","453"
"assalamualaikum ustd mo tanya klu udah ngejamak sholat misal dzuhur sama ashar karna lg di perjalanan...pas nyampe tujuan waktu sholat asahar masih ada apakah hrus sholat ashar lg trima kasih","0","191"
"assalamualaykum.wr.wb. ustadz.doakan saya ustadz tahun ini saya syarifah aini awaliyah binti muchtar salim lulus p3k . tolong do'akan saya ustadz.","0","146"
"ustad suami saya ingin sekali pnya motor untuk dia bisa ibadah 5waktu di masjid dan untuk mencari nafkah,,, mohon do'a dri ustad dan teman2 smua. smga allah kabulkan prmntaan suami saya dan bsa rajin ibadah. amin","2","212"
"assalamu'alaikum warohmatulohi wabarakatuh pak ustadz, izin simpan vidio untuk saya upload kembali di akun saya","0","111"
"lagi dai pase butuh allah tapi ini gak kelar-kelar, pengennya ada orang yg ngasih pinjaman buat ngelunasin pinjol stres banget....... jangan hujat","0","146"
"ya allah kenapa engkau yakin kepada kuaku tak sekuat itu ya allah ujian ini sangat besar","0","88"
"judul: tenang hadapi ujian, allah pasti menolong inti: pentingnya ketenangan hati dalam menghadapi ujian hidup. setiap kesulitan pasti disertai dengan kemudahan dan pertolongan allah akan datang bagi hati yang bersabar melanie putri/31/xi-1","0","240"
"assalamu'alaikum ustadz. mhn solusi saya terlilit hutang berbunga","0","65"
"kalau kesulitan nya berupa ekonomi sampai2 amit2 gak bisa makan sama sekali, itu cara tawakalnya gimana? kalo udah ikhtiarpun masih belum ada jalan? solusinya gimana selain berhutang? apa ada doa menahan lapar?","0","210"
"mohon maaf.. apakah harus pakai motor untuk sholat 5 waktu yah.. tapi kalau untuk kerja mngkin bisa jadi.. misal di pakai ngojek.. tapi saya doakan semoga disegerakan punya motor yah..","0","184"
"assalamualaikum ustadz saya ijin ambil video nya ya.. sangat bermanfaat","0","71"
"ustadz tolong beri saya semangat untuk menghadapi cobaan ujian atau mungkin azab untuk saya sekarang, padahal saya hanya ingin berbuat baik ustadz, tapi justru saya yang mendapat masalah itu, dan menimpa saya sekarang, jujur ingin rasanya putus asa ustadz bahkan mau berjuang untuk menghadapinya pun tidak tau harus bagaimana, mohon doa nya ustadz","0","347"
"assalamualaikum ustadz minta do,a nya buat anak saya lagi blajar di balerombeng,semoga anak saya jadi anak yg solehah amiiinn,dipa ulpiyah binti ato","0","148"
"masa sulit saya saat ini adalah berusaha utk bisa diterima dengan keluarga suami, karena saat ini saya tinggal dg mertua n ipar. apapun yg keluar dr lisan saya selalu salah. pdhl tdk ada sedikitpun maksud utk menyakiti, sy pun jg seringkali terluka krn sikap n ucapan mereka tp saya bisa menahan dan bersikap spt tidak ada apa2, mgkin dri sikap saya yg spt tdk apa2 mereka berfikir tidk pernah menyakiti saya. giliran saya yg gk sngaja buat trsinggung, spt tdk bisa di maafkan , bersikap dingin dsb. mohon doanya ya semuanya, sy habya berharap allah membantu saya utk keluar dr masalah ini, mudahan kondisi semakin membaik ya.","0","626"
"maaf ustad ,jika saya terkesan berkeluh kesah kan di katakan dlm alquran ,allah tidak memberi ujian kecuali kita sanggup ,tapi apa yg saya rasakan 2th ini rasanya sudah cukup untuk saya berkata saya lelah dan menyerah 2th lalu suami mengalami kecelakaan ,sudah menjalani 7x operasi tapi tidak membuahkan hasil bahkan keadaan makin terpuruk ,tidak ada kesembuhan , ekonomi turut anjlok ,usaha saya stak , jangankan untung ,modal pun habis ,semua tabungan habis buat pengobatan ,bahkan hutang yg menumpuk saat ini ,terkadang saya bertanya ,dimana letak adil nya tuhan terhadap keluarga saya ,saya saat 2th lalu mengambil alih menjadi tulang punggung rasanya berattt banget ustad ,keluarga tidak ada yg membantu ,terlebih pada keluarga suami ,uang yg di peruntukan untuk pengobatan dari pihak penabrak aja di makan nya diam,,,semakin saya memperbaiki ibadah rasanya semakin berat beban yg saya pikul ,sakitt banget rasanya ustadz,,apalagi melihat anak saya yg di pesantren minta kirim uang tapi dagangan belum ada hasil ,masih sepi ,itu rasanya pengen nangis tereak sekencang-kencangnya","0","1083"
"kita di taun 2024 selalu ketipu2 asalema nulung wong sing ora due terima kasi semoga ini ujian dari allah semoga kedpane lebi baik lagi amiin2 ya robal alamin","0","158"
"bismillah ustad adi hidayat saya mohon bantuannya pencerahan dr henry dai jamaah tabligh semarang, bhw saya sdh selesai menyekesaikan pembersihan harta syubhat utk pelayanan umat du rehab hati, ciampea bogor dan selanjutnya saya berikan amansk kpd cinta quran utk manajdmen pengembabgan diri dan kesembuh sn serta putri saya yg tercepat","0","336"
"kemana dn dimana manusia bisa bertemu tuhanya di . dlm bumi dlm laut bila doanya puasa tak pernah dikabulkn. mohon petunjuk dn bimbinganya","0","138"
"sy ustadz..punys menantu yg ngga punya adab .berkzli kali sy maafkan.tp semakikn.menginjak injak harga diri sy.tp kemaren sy tdk bisa memaafkan lg.ujianku terus menerus.ujian ini lbh berat dari yg sdh2.astahfiruoh hal adziim.di saat sy sedang me ngejar cari bekal untuk di ahira.tp ujianku v datang bertubi tub.ujian ku dari awal menikah.ku kira di hari tua ku bahagia.tp yg datang ujian yg sangat berat.setiap habis shlat sy mengaji tp air mataku s mengalir.","0","459"
"maap ustd di kala itu nabi tidak punya utang sendngkn utang yng blm di byar pasti tagih tagih terus tpi smua itu pasti ada jln keluar nya di bantu allah amiiin","0","159"
"sedang merasa bingung , sedih dan putus asa akan masalah pekerjaan suami dan masalah rumah orang tua saya. setelah saya slesai sholat duha , dengan maksud hati ingin menghibur diri membuka youtube, ternyata pertama kali yg muncul video ustad. setelah saya selesai menonton saya makin termenung , apa ini termasuk jawaban dr allah? saya berdoa untuk diberi ketenangan hati, dan setelah syaa selesai menonton video ini hati saya benar2 tenang","0","440"
"assalamualaikum ustadz, izin, kami akan membuat klip video singkat dari kajian ustadz untuk konten dakwah, sumber akan kami cantumkan. jazakumullahu khairan","0","156"
"maaf kalo kajian ustad adi tuh lokasinya dimana yah?","0","52"
"3 bulan lagi saya akan menikah, tapi minggu kemarin pekerjaan saya goyang, sehingga saya lebih sering off bekerja. tabungan abis, buat bantu ekonomi sehari-hari ortu dirumah, dipake juga buat bantu biaya adik ngekost dsb karena dia mulai kerja diluar kota. boro-boro ada biaya buat nikah. pemasukan bener-bener ga ada lagi. yaallah, bukakanlah jalan keluar untuk saya. kuatkan saya","1","381"
"assalamualaikum warahmatullahi wabarakatuh salam sehat selalu pak ustadz mohon do'a sy terlilit hutang pingin sekali melunasi hutang sy stlh itu pingin ke tanah suci mekkah tks","0","176"
"rajin tahadjud mas, saya baru aja buktikan beberapa hari kebelakangan ini, luar biasa, subuh kan jam 4 kurang, saya bangun sekitar jam 3.30 sambil posisi duduk ditempat tidur terus baca lailahaillallah wahdahula syarikalah lahul mulku walahul hamdu yuhyi wayumitu wahuwa ala kulli syai-in qadir. sebanyak 3 kali, baru abis itu bangun ambil wudhu shalat tahadjud 2 rakaat sambung witir 1 rakaat, lanjut itu berdoa, berdzikir sampai denger waktu adzan subuh abis itu berangkat ke masjid subuh, masya allah luar biasa, ada aja solusi.","0","531"
"aassalam mualaikum ustad adi hidayat sy skit hampir 4th jatuhga bisa jalan sy kepengen skali bertamu sm ustad,tpi ga tau gmna caranya,klw ustadz lg iat chat sy tolong hubungin no wa ini,klw ada orang baik bisa membantu sy. tolong kasih tau no wa ustad adi hidayat at smpaikn slam sy kepengen bertemu terimakasih","1","311"
"assalamualaikum pak ustadz adi hidayat jujur saya ingin bertanya apakah saya sudah termasuk orang yg sudah melakukan dosa murtad nih pak ustad yg saya pernah mengatakan sama allah kalo saya itu marah banget pak ustad dengan allah dan saya mengatakan gak bakal gue sembah lo lg gue lebih baik sembah yesus dari pada nyembah lo lagi allah tolong di jawab pak ustad atau siapapun yg mengetahui jawabannya ya tolong banget ...","1","422"
"ustat aku sedang d uji berattttt banget sampek gk bisa tenang solat katanya orang tua aku sendiri op dterima sedangkan ujian aku berat sampek gk berani kemasjid tapi aku tetep salat d rumah dan d sawah saya mohon doa pk ustat","0","225"
"aku punya ujian yg mungkin buat ak berat . ak pernah di tuduh punya istri lagi sama istri ku sampai istriku setres dalam memikirkan hal itu .sampe semua menyangka seperti it . pdahal ak udah sumpah segalah sumpah sampai klo ak selingkuh semoga jadi kafir tidak di akui umat nabi muhammad . tapi ak percaya sama allah ini cobaan dari allah doa kan aku cepet selesai masalah in","0","375"
"ada yang tau cara bergabung di kajian uah di daerah bekasi?","0","59"
"assalamualaikum warahmatullahi wabarakatuh, ustadz hidup saya hancur.. tolong saya ustadz","0","89"
"assalamualaikum. ustadz bisnis saya pailit waktu covid dan saya memiliki tagihan uang sekolah anak2 yang dengan pekerjaan saya saat ini saya tidak mampu untuk membayarnya. apa amalan yg harus saya lakukan untuk mendapatkan rezki yg tak terduga untuk dapat mwmbayar tunggakan uang sekolah ketiga anak saya ustadz.mohon pencerahannya ustadz..","0","340"
"assalamualaikum pak ustadz saya pengurus mui di desa neglasari mau mengundang ceramah ustadz adi hidayat berapa biayanya terus kesedian pak ustadz nya..tapi pernah lihat di tiktok ketika mau mengundang ustadz tdk perlu memikirkan masalah amplop apa itu benar ..saya dari kec majalaya kab bandung jawa barat .wwb","0","311"
"minta doa nya saudara2 aku sampe nyari vidio ini karna berat nya masalah yang ku lalui dan udh 2x dengan masalah yg sama apa lgi saat ini orang tua saya baru meninggal dan di timpa masalah lagi semoga cepat selesai ya allah amin yarabalalami","0","241"
"assalamualaikum warahmatullahi wabarakatuh ustadz, saya punya masalah dengan dititipkan ank abk dan saat ini saya punya kendala dalam masalah pengobatan nya","0","156"
"pak ustad bisakah sya di ajari sholat taubat yg benar pak ustad .. pngn skali sholat taubat tpi takut salah pak ustad .. trimakih","0","129"
"saya mau nikah anak hambaku dilebaran taun ini gimana pak usdat semoga dapat rezeki melimpah ruah amin ya rabbal alamin ya allah semoga bisa","0","140"
"mungkin ini ujian alloh yg di berikan pada sy di tengah kesulitan ekonomi sy menemukan tik tok ustad adi hidayat yg bagi2 rizki 10 jt dan sy menang ktnya tapi di suruh tf dulu sampe 2x tetapi udh di tf malah di blok gimana ini ustad","0","232"
"assalamu'alaikum kum ustdz saya mau nanyak gimana cara nya mau daftar anak saya mau masuk passantren ustdz","0","106"
"assalamualaikum warahmatullahi wabarokatuh ustadz maaf jika saya mengganggu.. sya dan istri sedang mengalami mslh yg sangat bert mnurt kmi, kmi ssh mkn dan tdur..kmi sdang mengalami mslh hutang yg mnumpuk, kmi bnar2 mrasa terpuruk..kmi percya dan ykin akn prtlongn allah swt...tp ini trasa amat sulit , kmi ingin mngungkpkn bban ini kpda ustadz..smga ustadz mndoakn kmi spya mslah ini cpet selesai..terima kasih wassalamu'alaikum warahmatullahi wabarakatuh","1","456"
"cape secapenyaa masalah datang silih berganti ya allah kuatkan hamba","0","68"
"bagaimana cara mengundang ust. adi hidayat hadir atau ceramah di tempat hajat kami, terimakasih dan mohon bantuannya","0","116"
"assalamualaikum, afwan ustadz jika ujiannya adalah ujian yg sama dan berulang terus gimana menghadapinya?","0","105"
"assalamualaikum warahmatullahi wabarkatuh wahai orang beriman sya minta pertolongan sesama manusia saya orang tersesat sya ingin bertaubat tapi sya merasa seperti ada penghalang nth apah mungkin kah sya tidak di izinkan atau apah sya tidak tau sya ga bisa apah apah dan tidak tau harus berbuat apah yang sya tau bagi orang yang tersesat yang ingin bertaubat harus meminta pertolongan kepada orang yang beriman dan wajib untuk menolong nya bagi orang yang beriman tolong bantu saya sebarkan pesan sya ini hingga sampai kepada ustadz adi hidayat atau ustadz abdul somad sya ngga tau harus berbuat apah lagi ga tau harus bicara apah lagi setidak tidaknya sya sudah berusaha dan meminta kepada orang orang yang beriman jika sya mati ke adaan masih tersesat atau mati kafir saya akan pertanyakan kepada allah dmna orang orang mu yang beriman dimana orang orang mu yang sholeh sya sudah meminta pertolongan dan tidak menemukan pertolongan sampai saya mati ke adaan tersesat","0","967"
"mohon ijin re upload video video nya ustadz u syiar","0","51"
"pak ustad nama saya haikal saya ingin tanya bahasa bapak saya ndak mau salat lima waktu salat magrib mau salat isya mau salat dzuhur yang salat ashar nggak mau bagaimana paus dan hukumnya tolong dijawab ya pak ustad","0","215"
"assalamualaikum, bagaimana caranya anak perempuan sy, jadi lebih baik dari kemaren???, dia pernah bikin saya nangis ustad","0","121"
"asslammualaikum,ustad.saya mohon bimbingannya,solusi jalan keluar hidup saya ustad..saya malu pada allah dan rosul ustad,saya takut maut menjemput saya dalam kondisi kemaksiataan.tapi saya saat ini tidak bisa istiqoma saya mau menjalankan ibadah,karena malu karena saat ini saya masih terlilit hutang riba,yang mana saya tau hukumnya setelah sering dengar kajian ustad,itu terpaksa karena kesalahan saya sendiri dan demi makan sehari-hari,saya takut ke masjid karena jika ke masjid jama'ah selalu menyuruh saya jadi imam sholat fardu di masjid,padahal saya orang yang berlumur dengan dosa.mohon bimbingannya ustad agar saya bisa menjalani hidup ini dengan tenang,dan ibadah dengn istiqoma.","0","689"
"bagaimana masalah itu dibuat oleh dirinya sendiri pak ustad mohon jawabannya","0","76"
"assalamualaikum mhn dibantu ustadz hutang riba saya...","0","54"
"sedih,sakit hati,dan sulit menerima situasi,ketika waktu tenaga dan pikiran ikhlas untuk menghidupkan musholla dg kegiatan2,program yg di rencanakan dan sudah berjalan,justru di situ ada orang yg ga suka,saya di tuduh,di jadikan kambing hitam oleh beberapa orang,di spelekan,di fitnah,....ya allah ku ikhlaskan itu semua,,,,","0","324"
"saya gak tau lg harus bagaimana menghadapi hidup ini,sy terlilit hutang,suami sy gak kerja,dan gak ada usahanya untuk memperbaiki hidup,rumah ngontrak,anak sekolah,hari2 banyak kebutuhan tapi suami sy selagi ada makanan dirumah,dia seperti gak mikir kalau sy sebenarnya sedih,kalau sy mengeluh dgn keadaan dia malah marah marah,sy ngerasa tertekan dgn keadaan ini,apa yg harus sy lakukan ustad?","1","394"
